cruise_line,destination,departure_port,cabin_type,duration_nights,departure_month,days_until_departure,ship_age_years,passengers,price
Celebrity,Bahamas,Miami,Interior,7,6,135,6,2,7000
MSC,Northern Europe,New Orleans,Balcony,9,11,295,25,3,28360
Carnival,Mexico,Port Canaveral,Ocean View,6,2,10,20,1,3420
Norwegian,Alaska,Seattle,Suite,10,7,170,5,2,67080
Royal Caribbean,South Pacific,Los Angeles,Balcony,10,5,103,17,3,54070
MSC,Caribbean,Miami,Interior,6,3,37,21,2,7300
Norwegian,Hawaii,Los Angeles,Suite,9,7,176,9,2,65970
Holland America,Bahamas,Port Canaveral,Suite,6,7,165,14,2,14620
MSC,Mexico,Seattle,Balcony,6,5,119,5,3,11110
Holland America,Hawaii,New York,Suite,5,3,40,10,2,34770
Holland America,Mediterranean,Fort Lauderdale,Balcony,14,5,111,10,4,82450
Carnival,Hawaii,Los Angeles,Interior,5,1,352,12,2,12350
Celebrity,Northern Europe,Seattle,Balcony,10,5,119,14,3,61520
Norwegian,Alaska,New Orleans,Suite,9,3,52,0,2,38650
Norwegian,Alaska,Fort Lauderdale,Balcony,12,7,187,15,4,82910
Celebrity,Mediterranean,Port Canaveral,Suite,13,8,218,1,2,113390
Princess,Alaska,New Orleans,Suite,9,12,323,15,1,24750
Carnival,Mediterranean,Port Canaveral,Suite,9,4,69,0,2,38240
MSC,Hawaii,New Orleans,Ocean View,8,1,350,6,2,21610
Norwegian,Hawaii,Fort Lauderdale,Interior,7,1,351,21,4,31150
Princess,Northern Europe,New York,Ocean View,14,9,228,21,2,45170
Celebrity,Mediterranean,New York,Interior,10,1,344,21,2,24710
Disney,Northern Europe,San Juan,Suite,14,10,265,4,2,114120
Holland America,Northern Europe,Seattle,Suite,10,9,227,21,3,90750
Princess,Mediterranean,New York,Suite,12,2,15,16,2,63780
Norwegian,Hawaii,Port Canaveral,Suite,6,5,101,12,2,31590
Norwegian,Mediterranean,Galveston,Ocean View,9,10,256,7,2,18360
Princess,Northern Europe,Los Angeles,Ocean View,11,9,246,5,2,37420
MSC,Mexico,Seattle,Balcony,5,3,60,1,2,9320
Princess,Northern Europe,New York,Interior,13,10,269,12,2,29540
Holland America,South Pacific,New Orleans,Ocean View,11,2,16,24,2,36290
Celebrity,Bahamas,San Juan,Suite,7,9,220,25,1,8730
Princess,Mexico,New York,Interior,10,5,123,22,2,10120
Carnival,Mediterranean,Fort Lauderdale,Interior,10,6,144,15,2,23560
Carnival,Alaska,Los Angeles,Ocean View,10,12,330,19,2,20130
Royal Caribbean,Bahamas,Port Canaveral,Ocean View,9,2,21,2,2,13650
Carnival,Hawaii,Miami,Ocean View,3,4,85,7,2,8300
Celebrity,Alaska,Fort Lauderdale,Ocean View,10,8,209,20,3,42390
MSC,Bahamas,Miami,Balcony,6,5,97,2,2,7290
Royal Caribbean,Alaska,Fort Lauderdale,Ocean View,13,10,254,5,1,16360
Carnival,Alaska,San Juan,Balcony,10,3,57,21,3,26060
Disney,Hawaii,San Juan,Suite,6,2,14,0,2,50500
Carnival,Bahamas,Seattle,Suite,8,5,115,24,2,14960
Princess,Mexico,New Orleans,Ocean View,11,10,268,24,2,11900
Celebrity,Bahamas,New Orleans,Balcony,7,7,162,13,2,9590
Carnival,South Pacific,New York,Interior,9,10,254,4,2,21570
Norwegian,Caribbean,Miami,Balcony,3,6,128,21,4,8880
Royal Caribbean,Mediterranean,San Juan,Balcony,9,5,111,5,2,25680
Royal Caribbean,Caribbean,San Juan,Balcony,8,5,116,5,2,13990
Carnival,Mediterranean,Galveston,Ocean View,14,8,203,5,2,35730
Royal Caribbean,Alaska,Tampa,Interior,13,9,246,18,2,20910
Princess,Alaska,Port Canaveral,Ocean View,14,1,354,0,2,39230
Carnival,Northern Europe,New York,Suite,13,9,246,25,3,104510
Holland America,Alaska,Port Canaveral,Interior,12,5,103,16,2,21030
Princess,Alaska,Los Angeles,Suite,7,4,94,5,1,19640
Princess,Bahamas,Galveston,Suite,5,2,18,9,4,23950
Royal Caribbean,Hawaii,Fort Lauderdale,Ocean View,6,6,150,24,1,11310
Celebrity,Caribbean,Galveston,Suite,7,2,8,16,2,21030
Celebrity,Alaska,Seattle,Balcony,14,3,38,7,3,62860
Princess,Northern Europe,San Juan,Suite,7,11,293,20,3,53830
Royal Caribbean,South Pacific,New Orleans,Suite,7,7,180,16,2,39820
Celebrity,Caribbean,Los Angeles,Interior,8,9,233,5,2,11050
Disney,Mediterranean,New York,Ocean View,7,4,67,22,2,25890
MSC,Alaska,Galveston,Interior,9,3,39,6,2,12620
Holland America,Mediterranean,New York,Suite,7,8,193,0,2,61040
Royal Caribbean,Northern Europe,Fort Lauderdale,Balcony,14,12,333,22,3,64210
Disney,Bahamas,Los Angeles,Interior,3,8,208,8,2,3910
Disney,Northern Europe,Tampa,Suite,8,4,90,25,3,86010
Royal Caribbean,South Pacific,New Orleans,Interior,8,6,133,17,4,35070
Carnival,Caribbean,Fort Lauderdale,Interior,11,6,147,10,2,10580
Disney,Northern Europe,Los Angeles,Suite,8,11,306,10,2,82000
Holland America,Caribbean,Los Angeles,Interior,3,4,85,25,1,2840
Holland America,Mexico,Fort Lauderdale,Balcony,9,10,254,14,3,19190
Royal Caribbean,Alaska,Tampa,Ocean View,11,7,186,7,2,32260
Norwegian,South Pacific,Port Canaveral,Suite,10,4,83,1,2,65710
Celebrity,Alaska,New York,Balcony,14,5,127,11,3,71150
Disney,Alaska,Port Canaveral,Suite,10,5,117,20,3,73330
Disney,Caribbean,New Orleans,Ocean View,3,12,320,7,2,9710
Holland America,Northern Europe,San Juan,Ocean View,11,8,203,9,2,44990
Princess,Alaska,Tampa,Suite,10,7,170,23,3,86200
Celebrity,Alaska,San Juan,Ocean View,13,1,345,14,2,31360
Norwegian,South Pacific,Galveston,Ocean View,10,5,127,9,3,41150
Holland America,Alaska,Fort Lauderdale,Interior,10,6,132,8,3,44570
Carnival,Mexico,Fort Lauderdale,Ocean View,5,1,360,6,2,8230
Celebrity,Alaska,Tampa,Suite,13,5,100,6,2,67130
Disney,Caribbean,New Orleans,Balcony,5,8,192,25,3,13580
Princess,Mediterranean,New Orleans,Balcony,9,3,46,3,2,29320
Princess,Mexico,San Juan,Balcony,5,12,335,9,2,10690
Carnival,Mexico,New Orleans,Ocean View,5,10,265,3,3,6880
Carnival,Alaska,Fort Lauderdale,Interior,13,6,146,24,2,26250
Norwegian,Mexico,New Orleans,Suite,4,12,312,16,4,20210
Norwegian,Mexico,Tampa,Suite,5,12,340,19,2,14380
Disney,Hawaii,Galveston,Interior,5,2,8,1,2,17690
Carnival,Mexico,Fort Lauderdale,Balcony,7,5,119,8,2,9040
Norwegian,Mediterranean,Galveston,Interior,9,6,140,10,3,34150
Carnival,Caribbean,Port Canaveral,Interior,5,7,160,7,3,6960
Holland America,Alaska,Tampa,Balcony,8,6,144,20,2,28280
Holland America,Northern Europe,Fort Lauderdale,Suite,13,12,311,20,2,73150
Disney,Mexico,Port Canaveral,Interior,7,3,39,16,4,23650
Royal Caribbean,Northern Europe,Miami,Balcony,11,9,231,2,2,55000
Royal Caribbean,Bahamas,Port Canaveral,Interior,5,4,78,23,4,9060
Carnival,Northern Europe,Miami,Interior,8,5,102,15,2,17240
Holland America,Mediterranean,Fort Lauderdale,Ocean View,8,11,290,12,3,27500
Princess,Mexico,Galveston,Ocean View,3,9,243,19,2,3140
Holland America,South Pacific,Port Canaveral,Balcony,7,12,338,2,2,47940
Princess,Mexico,New Orleans,Ocean View,5,12,335,15,2,8240
Disney,Alaska,New York,Ocean View,8,7,188,18,2,35590
Celebrity,Mexico,Galveston,Suite,6,1,364,13,2,20520
Disney,Alaska,Miami,Ocean View,14,10,251,18,2,39240
MSC,Northern Europe,Seattle,Suite,11,12,327,3,1,35270
MSC,Mexico,Galveston,Interior,3,6,150,7,2,2190
MSC,Hawaii,Miami,Suite,8,10,278,11,3,46190
Holland America,Northern Europe,Miami,Suite,13,5,115,11,2,82370
Disney,Northern Europe,Los Angeles,Interior,8,4,94,2,1,18720
Princess,Alaska,Port Canaveral,Suite,13,7,166,20,2,73320
Carnival,Caribbean,New Orleans,Ocean View,5,6,157,1,2,6750
MSC,Hawaii,Galveston,Suite,5,4,87,25,2,16390
MSC,South Pacific,San Juan,Suite,14,9,220,21,4,107240
Celebrity,South Pacific,Los Angeles,Ocean View,11,11,293,25,3,71590
Celebrity,Alaska,Fort Lauderdale,Balcony,12,11,289,9,2,36750
Royal Caribbean,Bahamas,Galveston,Suite,7,4,87,15,2,14980
Norwegian,Mexico,Galveston,Suite,8,5,114,25,2,16430
Disney,Mexico,Port Canaveral,Interior,4,5,121,21,2,5410
Princess,Caribbean,Miami,Suite,4,6,141,24,1,7240
Carnival,Alaska,Port Canaveral,Balcony,12,9,247,10,2,34030
Celebrity,Bahamas,San Juan,Ocean View,8,8,199,22,2,8600
Norwegian,Mexico,Fort Lauderdale,Suite,5,9,229,23,2,10590
Princess,Caribbean,Port Canaveral,Balcony,3,6,132,6,2,5470
Holland America,Bahamas,New York,Interior,6,10,276,15,2,5630
Norwegian,Alaska,Galveston,Suite,11,1,344,6,2,43370
Royal Caribbean,Mexico,San Juan,Interior,4,3,50,25,3,6890
Holland America,Caribbean,Tampa,Ocean View,10,1,353,7,1,13390
Celebrity,Mexico,Fort Lauderdale,Balcony,6,7,161,7,2,10880
Holland America,Caribbean,Miami,Ocean View,6,5,108,2,2,9950
Royal Caribbean,Alaska,Miami,Interior,13,10,255,23,4,36020
Holland America,South Pacific,Los Angeles,Suite,13,7,182,24,4,145160
Holland America,Mexico,Galveston,Balcony,5,12,323,1,2,12640
Carnival,Hawaii,Tampa,Balcony,5,3,63,3,4,23380
Norwegian,Northern Europe,San Juan,Ocean View,10,5,127,1,2,30250
Norwegian,Mediterranean,Tampa,Ocean View,8,5,112,11,2,19220
Carnival,Mexico,Galveston,Balcony,7,2,21,14,1,5410
Holland America,Mexico,Seattle,Interior,4,9,223,0,2,5190
Princess,Bahamas,Fort Lauderdale,Balcony,7,7,159,9,3,13390
Disney,Northern Europe,Fort Lauderdale,Ocean View,13,6,153,17,4,128970
Princess,Alaska,San Juan,Suite,7,4,96,18,2,28700
Holland America,Hawaii,Port Canaveral,Suite,5,1,348,1,2,45900
Celebrity,Mediterranean,Los Angeles,Suite,9,8,198,17,2,68820
Princess,Bahamas,San Juan,Balcony,5,3,49,12,2,9900
Celebrity,Bahamas,Galveston,Balcony,7,8,208,21,4,14540
Princess,Northern Europe,Galveston,Balcony,7,2,22,8,1,12100
Celebrity,Alaska,Port Canaveral,Balcony,13,10,260,17,2,35890
Princess,South Pacific,Fort Lauderdale,Interior,14,10,256,19,2,33310
Royal Caribbean,Bahamas,Seattle,Balcony,6,2,29,23,4,19500
MSC,Northern Europe,Port Canaveral,Suite,12,2,29,23,2,45720
Royal Caribbean,Caribbean,Fort Lauderdale,Balcony,6,2,23,20,2,13600
Princess,Northern Europe,Tampa,Interior,8,5,120,21,2,16470
Disney,Alaska,Seattle,Interior,12,10,253,10,3,46880
Disney,Hawaii,Port Canaveral,Balcony,7,1,348,6,3,74870
Holland America,South Pacific,Fort Lauderdale,Balcony,9,9,223,12,2,37520
Carnival,Hawaii,Los Angeles,Balcony,4,7,173,11,3,21260
Holland America,Bahamas,Seattle,Suite,6,11,305,9,4,29410
MSC,Northern Europe,Seattle,Ocean View,7,7,181,18,3,28150
Celebrity,Bahamas,Fort Lauderdale,Suite,8,3,43,7,2,26610
Celebrity,Northern Europe,Port Canaveral,Ocean View,12,3,45,16,2,33680
Holland America,Northern Europe,San Juan,Interior,9,12,335,22,2,21510
Disney,Mexico,San Juan,Suite,6,7,162,16,2,20060
Holland America,Mediterranean,San Juan,Interior,10,3,36,11,2,20670
Royal Caribbean,Mexico,Seattle,Ocean View,6,5,100,5,3,12330
Carnival,Northern Europe,Port Canaveral,Balcony,8,4,75,15,2,21180
Royal Caribbean,Bahamas,Seattle,Suite,5,3,62,24,2,13380
Holland America,Mediterranean,Miami,Suite,12,1,348,11,2,64700
Holland America,Caribbean,Port Canaveral,Suite,4,2,13,13,2,14760
Holland America,South Pacific,Galveston,Ocean View,12,8,207,19,3,44160
Norwegian,Mexico,Miami,Interior,7,2,11,22,1,3930
Norwegian,South Pacific,Miami,Ocean View,9,7,164,24,2,25380
Disney,Mexico,Tampa,Suite,7,7,173,4,2,26760
MSC,Hawaii,Fort Lauderdale,Suite,4,10,270,22,3,19700
Royal Caribbean,Mediterranean,Seattle,Interior,12,10,265,21,4,42060
Norwegian,Bahamas,Tampa,Balcony,8,1,347,2,3,22300
Carnival,Alaska,Los Angeles,Interior,7,5,114,20,2,10470
Holland America,Northern Europe,Seattle,Ocean View,11,10,252,5,2,39920
MSC,Alaska,Galveston,Suite,11,7,179,0,2,51780
Disney,Caribbean,San Juan,Ocean View,5,2,22,7,2,12870
MSC,Hawaii,Fort Lauderdale,Ocean View,6,4,86,22,2,12950
Celebrity,Alaska,Galveston,Suite,8,11,305,20,2,34170
MSC,Caribbean,Seattle,Balcony,6,11,291,1,2,10060
Carnival,Alaska,Galveston,Suite,11,11,284,19,1,19080
Celebrity,Alaska,New York,Ocean View,9,2,9,22,1,11690
Carnival,Mexico,Los Angeles,Suite,6,6,144,18,1,7930
Holland America,Bahamas,Galveston,Suite,5,7,184,4,2,11820
Norwegian,Alaska,Fort Lauderdale,Suite,12,1,343,8,3,78770
Royal Caribbean,Alaska,New York,Balcony,11,5,104,21,3,40000
Princess,Hawaii,Los Angeles,Suite,7,8,216,12,1,28780
MSC,Northern Europe,Galveston,Balcony,7,11,305,2,2,19440
Celebrity,Northern Europe,New York,Suite,10,11,295,22,2,59960
Celebrity,Mediterranean,Miami,Suite,11,3,51,4,2,72740
Royal Caribbean,Northern Europe,Fort Lauderdale,Suite,12,1,350,7,2,71350
Disney,Caribbean,Port Canaveral,Suite,3,4,78,0,4,29360
MSC,Mediterranean,Fort Lauderdale,Interior,13,8,209,15,2,25980
MSC,South Pacific,Miami,Ocean View,14,5,121,9,3,57700
MSC,Northern Europe,Seattle,Balcony,14,12,334,3,2,46340
Royal Caribbean,Hawaii,Galveston,Suite,6,6,153,6,2,42860
Disney,South Pacific,Galveston,Interior,14,5,110,19,2,40580
Holland America,Mexico,San Juan,Interior,9,7,181,8,4,18350
Disney,Mediterranean,Galveston,Interior,13,10,280,3,1,20690
Norwegian,Hawaii,Fort Lauderdale,Ocean View,4,11,308,25,2,9770
Holland America,Alaska,New Orleans,Balcony,10,1,358,1,2,31290
Royal Caribbean,Mexico,Fort Lauderdale,Interior,7,8,204,3,3,9350
Disney,Caribbean,Miami,Interior,4,11,303,21,1,4340
Royal Caribbean,South Pacific,New York,Ocean View,12,6,138,12,2,42840
MSC,Mexico,New Orleans,Suite,5,8,212,24,2,8920
Royal Caribbean,Mexico,Tampa,Interior,4,10,278,10,4,6740
Holland America,South Pacific,New York,Interior,8,5,109,0,2,29960
Norwegian,Mexico,Galveston,Ocean View,6,3,60,2,4,18330
Royal Caribbean,Mediterranean,San Juan,Balcony,7,11,302,9,2,24250
Princess,Bahamas,Galveston,Ocean View,6,12,325,19,3,12400
Royal Caribbean,Mediterranean,Tampa,Ocean View,14,1,354,13,4,60080
Holland America,Northern Europe,Seattle,Interior,12,3,43,6,3,44030
Princess,Caribbean,San Juan,Ocean View,6,9,247,17,2,8020
Disney,Mexico,Tampa,Balcony,3,3,58,16,2,8270
MSC,Alaska,San Juan,Ocean View,14,2,11,5,2,20840
Holland America,Mediterranean,Miami,Ocean View,12,7,165,17,1,24790
Celebrity,Bahamas,Tampa,Ocean View,7,3,60,2,3,17640
Holland America,Caribbean,Los Angeles,Balcony,7,8,214,14,2,12900
Norwegian,Alaska,Tampa,Interior,9,10,278,14,2,12710
Disney,Mexico,Galveston,Interior,6,5,102,7,2,8540
Royal Caribbean,Mediterranean,Miami,Suite,14,10,278,15,2,69460
Norwegian,Mexico,Port Canaveral,Suite,5,7,181,24,3,13750
Carnival,Mediterranean,New Orleans,Suite,13,10,251,8,2,49170
Carnival,Mexico,Tampa,Balcony,6,5,97,11,2,7070
Princess,Mexico,Galveston,Ocean View,4,9,221,20,3,5640
Royal Caribbean,Bahamas,Fort Lauderdale,Balcony,7,3,59,3,2,14030
Holland America,South Pacific,Tampa,Ocean View,12,3,45,10,2,51620
Princess,Northern Europe,Miami,Suite,7,1,345,13,3,61510
Royal Caribbean,Mediterranean,Fort Lauderdale,Ocean View,10,6,139,13,2,37450
Royal Caribbean,Alaska,Galveston,Suite,13,2,33,7,4,102390
Princess,Hawaii,Tampa,Suite,6,5,112,24,2,31680
Norwegian,Mediterranean,San Juan,Balcony,12,4,77,8,3,47190
Disney,Caribbean,Fort Lauderdale,Balcony,5,7,179,23,2,13190
Norwegian,Northern Europe,New York,Ocean View,10,4,92,8,4,55680
Norwegian,South Pacific,Seattle,Interior,13,4,89,22,4,54950
Holland America,South Pacific,Los Angeles,Balcony,9,5,117,20,2,34610
MSC,Hawaii,Los Angeles,Balcony,6,9,234,24,3,20750
Norwegian,Northern Europe,San Juan,Interior,11,4,69,25,2,19610
Norwegian,Mexico,Port Canaveral,Interior,9,5,121,4,2,8260
Royal Caribbean,Northern Europe,Galveston,Ocean View,11,3,55,16,2,24980
Celebrity,Hawaii,Fort Lauderdale,Balcony,7,12,320,5,2,42550
MSC,Bahamas,Miami,Balcony,4,5,125,11,2,4730
Royal Caribbean,Mediterranean,New York,Ocean View,14,5,104,10,2,38460
Royal Caribbean,Mexico,San Juan,Suite,7,11,286,12,2,17170
Carnival,Northern Europe,Port Canaveral,Suite,9,8,194,1,2,68450
Norwegian,Northern Europe,Seattle,Balcony,10,7,159,14,2,52300
Norwegian,Mediterranean,San Juan,Interior,12,11,285,14,2,19110
Princess,Northern Europe,Tampa,Suite,8,8,210,6,2,65520
Princess,Northern Europe,Fort Lauderdale,Interior,13,4,84,16,3,43890
MSC,Mediterranean,New Orleans,Suite,11,1,348,15,2,43160
Carnival,Bahamas,Tampa,Suite,5,12,340,22,2,11020
Royal Caribbean,Mediterranean,Miami,Interior,8,8,205,13,2,22270
Holland America,Northern Europe,Port Canaveral,Ocean View,12,7,169,9,1,32280
Royal Caribbean,Hawaii,San Juan,Suite,8,8,200,4,2,48940
Celebrity,Bahamas,Miami,Interior,6,10,276,13,1,3110
Holland America,Northern Europe,Miami,Interior,13,2,10,9,2,28370
Royal Caribbean,Bahamas,New Orleans,Suite,6,7,178,6,2,13310
Carnival,Northern Europe,New Orleans,Ocean View,7,9,220,12,2,18970
Princess,Hawaii,Tampa,Suite,7,4,82,2,2,39150
Royal Caribbean,Alaska,Port Canaveral,Balcony,10,7,184,8,3,59140
Royal Caribbean,South Pacific,Fort Lauderdale,Interior,7,1,358,14,3,33300
Celebrity,Caribbean,Tampa,Ocean View,6,2,20,11,2,12290
Royal Caribbean,Northern Europe,Los Angeles,Suite,12,5,126,7,2,78100
Carnival,South Pacific,New Orleans,Interior,12,8,189,8,3,35750
Carnival,Alaska,New Orleans,Ocean View,9,4,87,0,3,26240
Norwegian,Bahamas,Port Canaveral,Balcony,3,11,307,21,2,3570
Carnival,South Pacific,New York,Suite,9,9,220,19,2,50960
Celebrity,Caribbean,Miami,Balcony,6,5,123,22,2,10800
Carnival,Mediterranean,Tampa,Balcony,9,8,194,1,3,51090
Norwegian,South Pacific,San Juan,Balcony,9,6,129,17,2,31990
Princess,Mexico,Tampa,Interior,6,8,208,11,2,5810
Princess,Alaska,New York,Balcony,10,2,20,16,2,24760
Princess,Bahamas,New York,Balcony,5,6,132,4,2,8830
Royal Caribbean,Hawaii,Galveston,Interior,10,6,146,21,2,22340
Disney,Bahamas,San Juan,Balcony,3,7,168,3,2,5570
MSC,South Pacific,Port Canaveral,Suite,7,10,254,8,2,36580
Disney,Mediterranean,Fort Lauderdale,Interior,14,6,135,22,1,31480
MSC,Mexico,Seattle,Balcony,6,10,265,22,2,7580
Holland America,Hawaii,Tampa,Suite,6,6,149,19,2,40930
Holland America,Caribbean,Port Canaveral,Suite,5,8,200,23,1,7480
Princess,South Pacific,Fort Lauderdale,Balcony,8,11,285,0,2,50190
MSC,Alaska,Port Canaveral,Balcony,11,2,9,9,2,20310
MSC,Hawaii,Seattle,Interior,3,8,209,19,3,7830
Celebrity,South Pacific,Galveston,Suite,13,9,221,17,2,78320
Royal Caribbean,Mediterranean,Seattle,Interior,14,10,274,2,2,32020
Norwegian,Mexico,Tampa,Interior,5,10,256,12,3,6140
Norwegian,Mediterranean,Miami,Ocean View,12,6,130,19,2,38360
Holland America,Caribbean,Tampa,Balcony,4,11,293,14,3,10610
Princess,Caribbean,Fort Lauderdale,Interior,5,12,315,15,3,13340
Princess,South Pacific,New Orleans,Balcony,10,1,351,20,2,50340
Disney,Caribbean,San Juan,Balcony,9,2,27,18,4,44780
Disney,Bahamas,Galveston,Balcony,7,8,206,10,2,12990
Disney,Mediterranean,Fort Lauderdale,Suite,7,1,346,6,3,82270
Princess,Caribbean,Los Angeles,Balcony,5,8,212,17,4,16400
Carnival,Caribbean,New Orleans,Interior,7,1,352,15,4,16180
Celebrity,Northern Europe,Tampa,Balcony,9,3,60,21,2,34210
Disney,South Pacific,Seattle,Interior,9,8,205,10,2,37470
Norwegian,Mediterranean,Tampa,Suite,8,4,67,1,2,37430
Celebrity,South Pacific,Los Angeles,Suite,9,4,81,12,2,67060
Disney,Alaska,New York,Interior,9,4,92,15,3,36990
Celebrity,Alaska,San Juan,Balcony,9,12,326,12,1,14770
Princess,Bahamas,New York,Balcony,7,8,195,6,2,11810
MSC,Caribbean,Tampa,Balcony,6,9,220,6,2,8350
Celebrity,Hawaii,Los Angeles,Suite,3,4,70,13,3,28620
Princess,Mexico,New Orleans,Interior,7,2,8,0,1,4780
Princess,Caribbean,Galveston,Suite,5,4,83,7,3,23180
Carnival,Caribbean,New Orleans,Suite,9,2,27,14,3,39190
Disney,Alaska,New York,Suite,9,11,294,16,2,51900
Celebrity,Mexico,Los Angeles,Ocean View,8,6,143,8,4,24250
Disney,Alaska,Fort Lauderdale,Balcony,14,1,360,6,3,81220
Holland America,Hawaii,Los Angeles,Balcony,7,8,194,16,4,46780
Disney,Mediterranean,Fort Lauderdale,Suite,12,5,103,18,3,101580
Norwegian,Hawaii,Seattle,Interior,6,10,260,14,2,12530
Celebrity,Mediterranean,Miami,Suite,8,10,250,9,4,93780
Royal Caribbean,Mexico,Port Canaveral,Interior,5,3,37,1,2,7090
MSC,Bahamas,Seattle,Suite,7,9,245,11,2,11790
Royal Caribbean,South Pacific,Port Canaveral,Interior,14,3,59,14,2,37940
Celebrity,Caribbean,New Orleans,Suite,4,1,363,14,2,18070
Royal Caribbean,Mexico,New York,Ocean View,6,3,58,15,4,19340
Holland America,South Pacific,Port Canaveral,Suite,9,9,231,1,2,71490
Celebrity,Mexico,Fort Lauderdale,Ocean View,5,5,125,18,1,3980
Princess,Northern Europe,Los Angeles,Balcony,13,2,34,9,2,52420
Disney,Alaska,Tampa,Interior,7,8,207,22,4,36640
Celebrity,Hawaii,Port Canaveral,Interior,5,3,40,7,2,14010
Disney,Mediterranean,Port Canaveral,Interior,7,9,228,12,2,21620
Holland America,Hawaii,Miami,Balcony,5,12,332,5,2,25850
Carnival,Northern Europe,Tampa,Balcony,9,10,263,23,2,23050
Carnival,South Pacific,Galveston,Interior,8,6,129,16,1,8720
Celebrity,South Pacific,Port Canaveral,Ocean View,13,9,234,17,3,56200
Holland America,Mexico,Galveston,Balcony,7,4,75,13,2,12060
Carnival,Caribbean,Miami,Suite,11,7,185,21,2,25150
Disney,Caribbean,Port Canaveral,Balcony,6,8,198,1,2,15300
Disney,Mexico,Fort Lauderdale,Balcony,4,5,104,10,4,18820
Holland America,Alaska,New York,Balcony,9,8,211,7,2,44650
Royal Caribbean,Caribbean,Port Canaveral,Suite,5,7,184,2,2,14950
Disney,South Pacific,Fort Lauderdale,Balcony,10,10,250,16,2,50140
Celebrity,Mediterranean,Port Canaveral,Interior,10,6,143,24,3,39990
Celebrity,Caribbean,San Juan,Interior,11,9,223,22,2,12850
MSC,Mexico,Fort Lauderdale,Suite,5,1,356,12,1,8090
Norwegian,Northern Europe,Tampa,Balcony,9,4,72,21,3,35750
Disney,Caribbean,Miami,Interior,4,10,277,22,2,6220
Disney,Bahamas,Miami,Balcony,7,11,291,19,3,18870
Princess,Mediterranean,New Orleans,Suite,8,4,76,12,2,37690
Disney,Mediterranean,Miami,Interior,7,7,172,16,2,30300
Royal Caribbean,Hawaii,New York,Interior,4,2,15,6,2,10670
Royal Caribbean,Hawaii,New York,Interior,7,3,64,22,3,19780
Royal Caribbean,Hawaii,Tampa,Suite,5,12,335,16,3,44560
Holland America,Caribbean,Fort Lauderdale,Ocean View,7,3,42,3,2,16020
Holland America,Mexico,Miami,Suite,8,12,332,2,2,32900
Princess,Northern Europe,Seattle,Suite,9,10,265,3,2,51920
Celebrity,Mediterranean,Port Canaveral,Suite,11,12,325,16,3,90430
Princess,Hawaii,Port Canaveral,Interior,5,11,303,4,1,7700
MSC,Bahamas,Seattle,Balcony,5,1,358,11,2,8510
Carnival,Northern Europe,Galveston,Suite,8,5,115,0,2,37050
Celebrity,Caribbean,Tampa,Balcony,8,11,298,21,3,17570
Princess,Bahamas,New Orleans,Suite,5,10,277,12,2,9010
Celebrity,Mediterranean,Port Canaveral,Ocean View,7,9,248,4,4,45740
Disney,Northern Europe,Fort Lauderdale,Balcony,13,3,57,6,2,75400
Celebrity,Hawaii,New Orleans,Suite,5,8,210,3,2,33300
Royal Caribbean,Hawaii,San Juan,Ocean View,5,2,25,16,2,12200
Princess,Mexico,Los Angeles,Ocean View,6,7,187,18,2,7300
Carnival,Alaska,Seattle,Interior,12,8,202,19,2,23730
Celebrity,Northern Europe,Los Angeles,Ocean View,9,4,78,7,2,31500
MSC,Bahamas,Los Angeles,Ocean View,5,6,137,3,2,4890
Celebrity,Hawaii,New York,Suite,7,2,23,5,4,103390
Norwegian,Caribbean,Los Angeles,Interior,6,1,354,0,2,10550
Princess,Hawaii,Port Canaveral,Interior,7,1,345,24,2,18270
Princess,South Pacific,Galveston,Ocean View,11,3,55,20,2,38700
